user_id,frequency,monetary,avg_fare,recency,tenure,avg_surge,max_surge,tip_total,avg_duration,distinct_drivers,weekend_ratio,night_ratio,card_ratio,tip_rate,trips_per_week,sessions_count,avg_time_on_app,avg_pages,conversion_rate,age,avg_rating_given,loyalty_status,city,was_referred,churn_prob,loyalty_rank,churn,churn_propensity_true
R01977,26,394.91,15.188846153846155,4,330,1.16,1.8,4.75,35.23076923076923,26,0.15384615384615385,0.3076923076923077,0.6153846153846154,0.01,0.55,6.0,51.166666666666664,1.8333333333333333,0.0,33.0,5.0,Silver,Nairobi,0,0.1726236019661423,1,0,0.011069673753986741
R01978,19,318.12,16.743157894736843,31,328,1.26,2.3,4.949999999999999,30.736842105263158,19,0.3157894736842105,0.21052631578947367,0.631578947368421,0.02,0.41,4.0,118.0,1.75,0.5,37.0,4.1,Bronze,Lagos,0,0.1622899496017464,0,1,0.9283751965104697
R01979,22,366.63,16.665,5,322,1.21,1.9,5.72,37.63636363636363,22,0.36363636363636365,0.3181818181818182,0.4090909090909091,0.02,0.48,4.0,31.0,2.0,0.0,42.0,5.0,Bronze,Nairobi,0,0.4251227684972762,0,0,0.10105084097730839
R01980,18,279.82,15.545555555555556,10,334,1.18,1.9,6.79,35.94444444444444,18,0.2777777777777778,0.1111111111111111,0.4444444444444444,0.02,0.38,4.0,74.75,3.5,0.25,38.0,4.6,Bronze,Lagos,1,0.2834847284391295,0,0,0.26404243346113565
R01981,19,286.57,15.082631578947368,15,305,1.15,1.7,1.51,39.473684210526315,17,0.47368421052631576,0.10526315789473684,0.42105263157894735,0.01,0.44,5.0,97.6,1.8,0.0,32.0,4.9,Bronze,Lagos,0,0.2797845659739749,0,0,0.05228570079061238
R01982,24,342.25,14.260416666666666,1,326,1.16,1.9,20.12,26.208333333333332,24,0.25,0.25,0.5,0.06,0.52,6.0,122.66666666666667,3.0,0.5,32.0,3.9,Gold,Nairobi,0,0.3490910975719263,2,0,0.02169069083650518
R01983,22,362.0,16.454545454545453,4,334,1.11,1.5,17.9,31.045454545454547,22,0.18181818181818182,0.2727272727272727,0.5,0.05,0.46,3.0,27.333333333333332,1.3333333333333333,0.0,35.0,4.6,Bronze,Cairo,1,0.3381480270057942,0,0,0.01818994703913665
R01984,10,150.38,15.038,15,311,1.0,1.0,3.7800000000000002,38.7,10,0.3,0.0,0.4,0.03,0.23,8.0,45.5,2.875,0.125,38.0,4.5,Silver,Lagos,0,0.2371529443080519,1,0,0.14864215825242613
R01985,24,385.8,16.075,14,332,1.19,2.0,6.42,32.5,24,0.2916666666666667,0.125,0.625,0.02,0.51,5.0,61.2,2.8,0.0,28.0,4.9,Bronze,Cairo,1,0.8277117800335447,0,0,0.06671807047181919
R01986,19,311.18,16.377894736842105,10,302,1.31,2.7,8.959999999999999,34.63157894736842,19,0.21052631578947367,0.05263157894736842,0.5789473684210527,0.03,0.44,5.0,148.0,2.4,0.4,29.0,4.4,Gold,Cairo,0,0.0457260953088377,2,0,0.1263084673058509
R01987,15,245.51999999999998,16.368,3,325,1.14,1.7,8.01,25.733333333333334,15,0.3333333333333333,0.3333333333333333,0.4,0.03,0.32,3.0,50.666666666666664,2.6666666666666665,0.0,49.0,4.7,Silver,Cairo,1,0.1308776311341415,1,0,0.03732633398131372
R01988,27,374.44,13.868148148148148,15,329,1.21,1.9,15.209999999999999,34.333333333333336,27,0.18518518518518517,0.14814814814814814,0.4074074074074074,0.04,0.57,4.0,62.0,2.5,0.0,52.0,4.7,Bronze,Lagos,0,0.3586515822280435,0,0,0.00949932365207464
R01989,23,446.03,19.39260869565217,3,300,1.23,2.1,14.39,28.217391304347824,23,0.30434782608695654,0.17391304347826086,0.391304347826087,0.03,0.54,8.0,82.5,3.0,0.125,33.0,4.5,Bronze,Cairo,0,0.0895483180467798,0,0,0.001632441515054047
R01990,25,401.93,16.0772,1,314,1.12,1.6,20.85,39.28,25,0.08,0.16,0.44,0.05,0.56,6.0,35.0,3.0,0.5,40.0,4.3,Gold,Lagos,0,0.0368446426821333,2,0,0.005854819584520187
R01991,22,317.46,14.43,23,273,1.12,1.7,10.879999999999999,34.63636363636363,22,0.3181818181818182,0.22727272727272727,0.5909090909090909,0.03,0.56,8.0,248.625,2.75,0.125,51.0,4.4,Bronze,Cairo,1,0.4697324840209973,0,0,0.17698327295015515
R01992,22,354.96,16.134545454545453,5,334,1.13,1.7,7.95,30.363636363636363,22,0.36363636363636365,0.18181818181818182,0.5909090909090909,0.02,0.46,6.0,26.833333333333332,2.8333333333333335,0.16666666666666666,39.0,4.6,Bronze,Nairobi,0,0.5640944074200944,0,1,0.10137850042823664
R01993,20,305.51,15.2755,16,323,1.14,2.6,4.64,30.6,20,0.25,0.25,0.45,0.02,0.43,4.0,51.0,2.75,0.0,42.0,4.7,Silver,Cairo,0,0.1063939794237264,1,0,0.24774539142517252
R01994,18,292.35,16.241666666666667,26,332,1.11,2.0,12.19,32.27777777777778,18,0.2777777777777778,0.2222222222222222,0.3333333333333333,0.04,0.38,4.0,58.0,2.5,0.0,31.0,3.9,Silver,Lagos,0,0.1318738495303727,1,0,0.25845630316590773
R01995,20,285.62,14.281,1,300,1.16,2.4,6.9799999999999995,33.0,19,0.3,0.1,0.25,0.02,0.47,6.0,53.666666666666664,1.8333333333333333,0.3333333333333333,49.0,4.3,Gold,Lagos,0,0.0728531692310912,2,0,0.05492095415425194
R01996,27,403.24,14.934814814814816,13,333,1.04,1.6,10.06,36.44444444444444,27,0.2962962962962963,0.48148148148148145,0.5555555555555556,0.02,0.57,6.0,65.16666666666667,4.333333333333333,0.0,43.0,4.7,Bronze,Cairo,0,0.2647147297249865,0,0,0.014760266123914758
R01997,16,223.16,13.9475,11,311,1.09,1.7,12.68,31.5,16,0.3125,0.3125,0.5,0.06,0.36,2.0,233.5,4.0,0.5,36.0,3.9,Bronze,Nairobi,0,0.6282850233924813,0,0,0.37008550020775255
R01998,20,277.48,13.874,3,322,1.14,1.8,11.38,26.8,19,0.45,0.25,0.4,0.04,0.43,3.0,28.666666666666668,2.6666666666666665,0.0,21.0,5.0,Bronze,Cairo,1,0.3554041385821887,0,0,0.02401556684172956
R01999,23,332.85,14.471739130434784,0,331,1.15,2.0,5.09,34.21739130434783,23,0.391304347826087,0.2608695652173913,0.43478260869565216,0.02,0.49,4.0,15.0,2.5,0.0,42.0,5.0,Bronze,Nairobi,0,0.6965174305965421,0,1,0.6450188805785569
R02000,14,184.6,13.185714285714285,11,299,1.06,1.5,4.54,33.07142857142857,14,0.5714285714285714,0.21428571428571427,0.5,0.02,0.33,4.0,122.25,2.75,0.25,28.0,4.4,Bronze,Cairo,0,0.641730670696185,0,0,0.3158069890895584
R02001,24,375.81,15.65875,13,325,1.17,1.8,12.510000000000002,32.125,24,0.4166666666666667,0.16666666666666666,0.5,0.03,0.52,7.0,170.42857142857142,3.2857142857142856,0.0,33.0,3.6,Bronze,Cairo,0,0.3158040261601244,0,0,0.04053275484608985
R02002,15,207.1,13.806666666666667,89,312,1.16,2.1,3.8899999999999997,23.333333333333332,15,0.13333333333333333,0.13333333333333333,0.5333333333333333,0.02,0.34,4.0,23.25,4.0,0.0,30.0,4.3,Silver,Cairo,1,0.0934532831241639,1,1,0.9750914024923739
R02003,17,257.88,15.169411764705883,3,334,1.18,1.8,7.15,26.058823529411764,17,0.4117647058823529,0.11764705882352941,0.47058823529411764,0.03,0.36,5.0,137.6,2.8,0.4,46.0,3.7,Gold,Nairobi,0,0.6819917320558152,2,1,0.48733057729712465
R02004,18,274.87,15.270555555555555,48,320,1.14,1.6,10.31,36.77777777777778,18,0.16666666666666666,0.2777777777777778,0.6666666666666666,0.04,0.39,8.0,129.0,3.875,0.0,27.0,4.6,Bronze,Nairobi,1,0.2456587161373554,0,0,0.09261429163137382
R02005,19,256.41,13.495263157894739,0,334,1.03,1.4,7.78,31.842105263157894,19,0.2631578947368421,0.21052631578947367,0.5263157894736842,0.03,0.4,7.0,102.42857142857143,2.2857142857142856,0.0,33.0,4.3,Bronze,Cairo,0,0.5721796530331184,0,0,0.4376770876266625
R02006,11,208.52,18.956363636363637,23,332,1.29,1.9,8.530000000000001,38.54545454545455,11,0.2727272727272727,0.09090909090909091,0.36363636363636365,0.04,0.23,8.0,200.0,2.625,0.125,41.0,4.1,Bronze,Lagos,0,0.1169535956881549,0,1,0.839777572290321
R02007,18,310.63,17.25722222222222,11,269,1.23,2.0,6.08,35.94444444444444,18,0.3333333333333333,0.16666666666666666,0.4444444444444444,0.02,0.47,5.0,36.2,2.8,0.4,39.0,4.6,Bronze,Nairobi,0,0.0821169053797372,0,0,0.016835303718927074
R02008,24,355.89,14.82875,2,329,1.12,1.8,12.33,31.083333333333332,24,0.25,0.20833333333333334,0.5,0.03,0.51,6.0,13.5,1.5,0.0,25.0,4.0,Bronze,Lagos,0,0.0768701358299097,0,0,0.15231608718380743
R02009,11,145.9,13.263636363636364,6,286,1.11,1.7,3.9899999999999998,25.181818181818183,11,0.45454545454545453,0.18181818181818182,0.36363636363636365,0.03,0.27,4.0,37.5,1.5,0.25,30.0,4.0,Gold,Cairo,1,0.2400044718469222,2,0,0.6561273797238296
R02010,16,261.59,16.349375,4,286,1.16,2.0,5.41,30.25,16,0.3125,0.375,0.4375,0.02,0.39,8.0,103.25,3.125,0.125,53.0,5.0,Bronze,Nairobi,0,0.2940939460719387,0,0,0.016157217834881346
R02011,21,286.39,13.637619047619047,7,333,1.13,1.6,12.440000000000001,29.333333333333332,21,0.23809523809523808,0.09523809523809523,0.6190476190476191,0.04,0.44,5.0,47.6,2.4,0.0,32.0,5.0,Bronze,Lagos,1,0.4179594749925043,0,0,0.5232462775709741
R02012,14,203.84,14.56,7,317,1.1,1.4,7.08,40.214285714285715,14,0.35714285714285715,0.21428571428571427,0.35714285714285715,0.03,0.31,3.0,11.666666666666666,1.3333333333333333,0.0,31.0,3.7,Bronze,Cairo,0,0.0940279945531814,0,1,0.662990443894075
R02013,16,256.01,16.000625,50,321,1.21,1.8,10.8,29.875,16,0.5,0.0,0.375,0.04,0.35,7.0,48.142857142857146,2.142857142857143,0.0,32.0,5.0,Bronze,Lagos,0,0.5425908716566095,0,1,0.7537907150030122
R02014,18,264.56,14.697777777777778,13,333,1.04,1.4,11.93,37.5,18,0.5,0.1111111111111111,0.3888888888888889,0.05,0.38,2.0,31.0,1.5,0.0,41.0,3.6,Gold,Cairo,1,0.5576771549419614,2,1,0.7467625832519708
R02015,27,371.72,13.767407407407408,34,334,1.05,1.5,13.65,34.0,27,0.2962962962962963,0.2962962962962963,0.5555555555555556,0.04,0.57,4.0,108.5,2.25,0.0,50.0,4.2,Bronze,Nairobi,0,0.175533854445589,0,0,0.04766948579136531
R02016,15,255.92,17.061333333333334,41,334,1.15,1.7,19.349999999999998,30.8,15,0.3333333333333333,0.2,0.4,0.08,0.31,4.0,273.0,2.25,0.25,29.0,4.5,Bronze,Nairobi,0,0.2218094922421093,0,1,0.5026863692824819
R02017,17,249.47,14.67470588235294,7,321,1.13,1.8,12.48,33.23529411764706,17,0.35294117647058826,0.11764705882352941,0.5294117647058824,0.05,0.37,5.0,405.4,2.8,0.4,33.0,4.2,Gold,Lagos,0,0.1910505032719831,2,0,0.03342702536855901
R02018,17,267.98,15.763529411764708,3,327,1.22,1.9,5.51,35.76470588235294,17,0.4117647058823529,0.29411764705882354,0.5294117647058824,0.02,0.36,6.0,68.0,2.0,0.0,37.0,4.5,Bronze,Lagos,1,0.5204319422742858,0,0,0.5863681104260241
R02019,16,249.36,15.585,0,325,1.18,1.7,11.379999999999999,34.5,16,0.375,0.0625,0.4375,0.05,0.34,2.0,30.5,2.0,0.0,45.0,4.8,Gold,Lagos,0,0.1623564250170608,2,1,0.11969293287930631
R02020,21,310.28000000000003,14.775238095238096,12,307,1.06,1.4,23.36,37.80952380952381,21,0.2857142857142857,0.14285714285714285,0.7619047619047619,0.08,0.48,4.0,39.5,4.0,0.0,33.0,4.3,Silver,Nairobi,1,0.2141748333553119,1,0,0.018981707538422703
R02021,16,238.82999999999998,14.926874999999999,12,328,1.18,2.0,4.43,35.0,16,0.375,0.375,0.75,0.02,0.34,8.0,161.125,3.375,0.25,41.0,3.6,Bronze,Nairobi,0,0.0751489050848846,0,0,0.23540271664717127
R02022,10,116.5,11.65,8,318,1.17,1.7,7.91,30.6,10,0.1,0.1,0.5,0.07,0.22,7.0,65.57142857142857,2.4285714285714284,0.0,36.0,3.9,Bronze,Lagos,0,0.5947794218020198,0,1,0.8751111579698566
R02023,22,336.71,15.305,19,322,1.07,1.7,5.49,25.818181818181817,22,0.3181818181818182,0.13636363636363635,0.5454545454545454,0.02,0.48,7.0,24.0,2.142857142857143,0.0,31.0,4.3,Bronze,Lagos,0,0.2830058210250356,0,1,0.06817741344487621
R02024,25,448.5,17.94,13,325,1.2,2.5,16.21,28.48,25,0.28,0.2,0.4,0.04,0.54,4.0,26.25,4.0,0.25,42.0,4.4,Bronze,Cairo,0,0.4062436763878049,0,0,0.004032190221364914
R02025,14,219.63,15.687857142857142,18,280,1.24,2.2,9.36,27.571428571428573,14,0.2857142857142857,0.0,0.5,0.04,0.35,4.0,223.0,3.5,0.5,44.0,4.8,Bronze,Lagos,1,0.4072720494377781,0,0,0.0820295466328102
R02026,20,369.82,18.491,3,311,1.32,2.1,20.49,24.45,20,0.25,0.15,0.4,0.06,0.45,8.0,71.125,2.5,0.5,48.0,4.6,Platinum,Lagos,1,0.221876898561896,3,0,0.061178710524312126
R02027,16,230.99,14.436875,16,323,1.18,1.8,5.32,34.8125,16,0.25,0.125,0.4375,0.02,0.35,9.0,52.77777777777778,2.111111111111111,0.0,41.0,4.3,Silver,Cairo,0,0.3102749060270182,1,0,0.010467559928822125
R02028,20,291.96,14.597999999999999,1,318,1.08,1.7,17.41,30.6,20,0.2,0.45,0.6,0.06,0.44,7.0,65.0,2.0,0.0,40.0,4.3,Bronze,Nairobi,0,0.5831761515364517,0,0,0.0918756733847818
R02029,18,252.10999999999999,14.00611111111111,39,319,1.14,1.6,6.34,28.0,18,0.2777777777777778,0.3333333333333333,0.3888888888888889,0.03,0.39,9.0,88.44444444444444,4.111111111111111,0.0,39.0,4.7,Bronze,Lagos,0,0.0661858906390459,0,0,0.19655843782800325
R02030,19,308.54,16.238947368421055,21,329,1.21,2.0,7.9399999999999995,29.105263157894736,19,0.2631578947368421,0.15789473684210525,0.5263157894736842,0.03,0.4,7.0,84.28571428571429,2.4285714285714284,0.0,41.0,4.8,Bronze,Cairo,0,0.4978192486131969,0,1,0.7749630054501374
R02031,22,389.62,17.71,8,322,1.21,2.2,16.91,27.09090909090909,22,0.22727272727272727,0.36363636363636365,0.6363636363636364,0.04,0.48,5.0,43.2,2.6,0.8,34.0,4.0,Gold,Cairo,0,0.241371970788958,2,0,0.017687824302782592
R02032,20,284.68,14.234,19,298,1.11,2.0,7.2,31.05,20,0.15,0.1,0.6,0.03,0.47,5.0,110.8,4.6,0.2,37.0,3.3,Bronze,Lagos,1,0.312212923893445,0,1,0.5591146478320522
R02033,20,295.85,14.7925,88,332,1.02,1.2,8.54,33.7,20,0.1,0.25,0.45,0.03,0.42,7.0,41.285714285714285,1.8571428571428572,0.2857142857142857,36.0,4.1,Bronze,Cairo,0,0.1606507018566247,0,1,0.6536167682691929
R02034,20,296.8,14.84,39,334,1.19,1.9,10.49,29.15,20,0.3,0.1,0.5,0.04,0.42,0.0,0.0,0.0,0.0,34.0,4.3,Platinum,Nairobi,1,0.2186176534714405,3,1,0.23619195950934263
R02035,26,429.1,16.503846153846155,13,330,1.13,2.3,4.52,33.07692307692308,26,0.19230769230769232,0.19230769230769232,0.5384615384615384,0.01,0.55,5.0,86.8,3.4,0.2,38.0,4.6,Silver,Nairobi,0,0.358719752639643,1,0,0.05344769855607403
R02036,16,215.3,13.45625,50,316,1.05,1.5,14.94,33.625,16,0.25,0.25,0.6875,0.07,0.35,4.0,148.5,4.25,0.25,31.0,4.3,Silver,Lagos,0,0.326250637905975,1,0,0.3181855986037012
R02037,16,260.3,16.26875,13,314,1.19,1.7,4.3,33.875,16,0.5,0.1875,0.75,0.02,0.36,4.0,47.25,3.25,0.0,31.0,3.9,Bronze,Nairobi,0,0.3054502782624574,0,1,0.831194102335748
R02038,19,267.37,14.072105263157894,3,326,1.15,2.1,11.02,32.10526315789474,19,0.10526315789473684,0.15789473684210525,0.3157894736842105,0.04,0.41,5.0,95.0,3.0,0.2,22.0,4.5,Bronze,Nairobi,0,0.3009925496050509,0,0,0.023734593739220197
R02039,24,368.97,15.373750000000001,6,318,1.1,1.7,2.98,31.0,24,0.25,0.125,0.4166666666666667,0.01,0.53,6.0,337.1666666666667,3.3333333333333335,0.16666666666666666,18.0,4.4,Silver,Lagos,0,0.4149916535973007,1,0,0.03842110056914893
R02040,24,373.17,15.54875,3,312,1.2,1.9,13.61,31.458333333333332,23,0.375,0.08333333333333333,0.5833333333333334,0.04,0.54,7.0,73.14285714285714,3.4285714285714284,0.14285714285714285,34.0,4.3,Bronze,Lagos,1,0.1133082022043883,0,0,0.08930349718995896
R02041,14,210.91,15.065,7,333,1.08,1.7,0.44,33.642857142857146,14,0.21428571428571427,0.0,0.42857142857142855,0.0,0.29,7.0,88.85714285714286,2.5714285714285716,0.14285714285714285,45.0,4.5,Silver,Lagos,0,0.1252499783135871,1,1,0.47965574885170587
R02042,19,254.36,13.387368421052633,1,332,1.08,1.5,2.38,24.94736842105263,19,0.10526315789473684,0.15789473684210525,0.42105263157894735,0.01,0.4,2.0,33.5,1.5,0.0,18.0,5.0,Bronze,Lagos,0,0.7547920339876422,0,0,0.7808353871224207
R02043,16,263.08,16.4425,1,331,1.21,1.9,1.72,30.0,16,0.25,0.125,0.6875,0.01,0.34,2.0,12.5,4.5,0.0,40.0,4.3,Bronze,Lagos,0,0.6663639967391503,0,0,0.240157796041121
R02044,15,236.32,15.754666666666667,1,313,1.13,1.6,3.12,29.533333333333335,15,0.13333333333333333,0.4,0.4,0.01,0.34,9.0,76.44444444444444,2.5555555555555554,0.0,51.0,4.0,Bronze,Nairobi,0,0.3225219583981095,0,0,0.05709435484729278
R02045,15,244.07,16.271333333333335,38,320,1.15,2.2,8.719999999999999,29.133333333333333,15,0.3333333333333333,0.13333333333333333,0.6,0.04,0.33,3.0,50.0,3.0,0.3333333333333333,29.0,4.5,Silver,Lagos,0,0.2036691066480644,1,0,0.16042933266645704
R02046,17,212.83,12.519411764705882,8,335,1.12,1.6,4.04,37.294117647058826,17,0.35294117647058826,0.11764705882352941,0.5294117647058824,0.02,0.36,3.0,32.666666666666664,2.3333333333333335,0.0,35.0,4.5,Bronze,Lagos,1,0.419710799565717,0,1,0.5668438375805622
R02047,23,311.81,13.55695652173913,1,324,1.09,1.9,7.43,30.043478260869566,22,0.21739130434782608,0.30434782608695654,0.6086956521739131,0.02,0.5,3.0,16.0,1.0,0.3333333333333333,48.0,5.0,Silver,Nairobi,0,0.0542653057322612,1,0,0.018175511646846894
R02048,14,211.62,15.115714285714287,31,293,1.24,2.1,2.85,34.07142857142857,13,0.35714285714285715,0.21428571428571427,0.7142857142857143,0.01,0.33,1.0,83.0,5.0,0.0,31.0,5.0,Bronze,Lagos,0,0.49141517677609,0,0,0.7869218047569981
R02049,22,346.12,15.732727272727272,22,316,1.14,1.9,8.04,35.36363636363637,22,0.2727272727272727,0.0,0.5909090909090909,0.02,0.49,3.0,99.33333333333333,2.3333333333333335,0.3333333333333333,25.0,3.9,Bronze,Lagos,0,0.3611410842091526,0,0,0.03626001182150247
R02050,10,171.19,17.119,23,302,1.21,1.6,1.71,29.1,10,0.1,0.2,0.4,0.01,0.23,10.0,210.9,2.3,0.1,43.0,5.0,Silver,Nairobi,0,0.4581228928825923,1,1,0.9242827500759622
R02051,26,388.52,14.943076923076923,0,299,1.09,1.9,7.959999999999999,29.03846153846154,26,0.38461538461538464,0.15384615384615385,0.38461538461538464,0.02,0.61,4.0,11.0,2.0,0.0,33.0,4.4,Bronze,Cairo,0,0.3383863322897805,0,0,0.0011600401342890061
R02052,19,325.45,17.128947368421052,3,330,1.13,1.8,9.58,32.31578947368421,19,0.2631578947368421,0.3684210526315789,0.631578947368421,0.03,0.4,7.0,69.85714285714286,3.142857142857143,0.0,24.0,4.8,Silver,Cairo,0,0.3043664830463201,1,0,0.22208838174721143
R02053,9,129.21,14.356666666666667,3,317,1.16,1.5,3.9299999999999997,37.666666666666664,9,0.3333333333333333,0.1111111111111111,0.8888888888888888,0.03,0.2,8.0,129.125,2.625,0.125,25.0,4.5,Silver,Cairo,0,0.3689482346616767,1,1,0.9943894258086158
R02054,19,296.21,15.589999999999998,46,333,1.14,1.9,6.53,36.421052631578945,19,0.21052631578947367,0.2631578947368421,0.3157894736842105,0.02,0.4,6.0,78.16666666666667,1.6666666666666667,0.16666666666666666,18.0,4.2,Bronze,Nairobi,1,0.261665374485867,0,0,0.7148092842374401
R02055,17,254.94,14.996470588235294,16,326,1.19,2.0,6.23,36.0,17,0.29411764705882354,0.17647058823529413,0.35294117647058826,0.02,0.37,3.0,45.666666666666664,2.6666666666666665,0.3333333333333333,41.0,4.1,Bronze,Cairo,0,0.0741995046451071,0,1,0.5958047248058929
R02056,19,243.82,12.832631578947368,1,314,1.07,1.5,12.35,34.10526315789474,18,0.2631578947368421,0.3157894736842105,0.47368421052631576,0.05,0.42,3.0,53.333333333333336,1.3333333333333333,0.0,42.0,5.0,Gold,Cairo,1,0.484331551378714,2,0,0.011419453975103465
R02057,20,318.37,15.9185,62,315,1.16,1.8,4.54,28.75,20,0.35,0.3,0.5,0.01,0.44,9.0,50.666666666666664,3.2222222222222223,0.0,28.0,4.3,Silver,Nairobi,0,0.288067094164638,1,0,0.08229752724828017
R02058,25,341.15,13.645999999999999,16,333,1.16,1.9,13.64,29.8,25,0.24,0.2,0.44,0.04,0.53,7.0,70.14285714285714,3.0,0.0,25.0,4.1,Bronze,Lagos,1,0.2695185879636101,0,0,0.02764801738021755
R02059,12,181.41,15.1175,28,330,1.18,2.3,6.01,29.916666666666668,12,0.08333333333333333,0.08333333333333333,0.5,0.03,0.25,6.0,33.666666666666664,2.6666666666666665,0.16666666666666666,27.0,4.9,Silver,Lagos,0,0.5860520099736376,1,0,0.361941891587719
R02060,16,258.04,16.1275,0,293,1.1,1.4,7.53,30.8125,16,0.375,0.125,0.5,0.03,0.38,7.0,51.142857142857146,2.142857142857143,0.0,41.0,4.4,Bronze,Lagos,1,0.3352080364511379,0,0,0.01339846911118663
R02061,16,219.29,13.705625,8,285,1.16,2.0,5.22,33.375,16,0.375,0.0625,0.5625,0.02,0.39,4.0,14.5,3.5,0.0,24.0,4.1,Silver,Lagos,1,0.3018069234509807,1,1,0.8547723599762738
R02062,12,187.04,15.586666666666666,53,276,1.29,2.4,3.52,38.25,12,0.25,0.08333333333333333,0.5,0.02,0.3,6.0,65.16666666666667,2.3333333333333335,0.0,48.0,3.9,Bronze,Lagos,1,0.3423902496382916,0,0,0.9848998134992163
R02063,14,203.4,14.528571428571428,25,316,1.1,1.7,8.06,33.214285714285715,14,0.21428571428571427,0.42857142857142855,0.5,0.04,0.31,2.0,43.5,4.0,0.5,48.0,4.9,Silver,Cairo,0,0.1619271587627499,1,1,0.3836823609516325
R02064,12,229.42,19.118333333333332,15,317,1.22,1.8,2.69,32.166666666666664,12,0.25,0.25,0.5833333333333334,0.01,0.26,4.0,51.25,3.5,0.0,23.0,5.0,Silver,Cairo,0,0.2016063064403923,1,1,0.33164910804856335
R02065,17,269.16,15.83294117647059,3,327,1.13,1.8,10.63,38.64705882352941,17,0.35294117647058826,0.29411764705882354,0.47058823529411764,0.04,0.36,5.0,30.0,2.6,0.0,43.0,3.9,Silver,Nairobi,0,0.1481875322582875,1,0,0.10658788011958338
R02066,26,438.93,16.881923076923076,3,331,1.14,1.8,11.99,34.73076923076923,26,0.2692307692307692,0.3076923076923077,0.38461538461538464,0.03,0.55,6.0,342.0,3.3333333333333335,0.16666666666666666,51.0,5.0,Silver,Nairobi,0,0.2641933244198086,1,0,0.020591460517523804
R02067,20,271.57,13.5785,13,302,1.08,1.9,5.359999999999999,29.2,20,0.15,0.3,0.6,0.02,0.46,6.0,82.33333333333333,2.1666666666666665,0.0,37.0,5.0,Bronze,Cairo,0,0.6814412838264687,0,0,0.1046168738914363
R02068,23,346.15,15.049999999999999,15,329,1.16,1.9,13.19,35.34782608695652,23,0.34782608695652173,0.2608695652173913,0.6086956521739131,0.04,0.49,4.0,27.75,3.0,0.0,19.0,4.4,Silver,Nairobi,0,0.0839560071327226,1,0,0.07565015061024777
R02069,14,196.39000000000001,14.027857142857144,3,305,1.11,1.7,5.300000000000001,26.0,14,0.35714285714285715,0.21428571428571427,0.7142857142857143,0.03,0.32,8.0,59.0,2.125,0.0,18.0,4.4,Bronze,Nairobi,0,0.1411127717295837,0,0,0.18169516741998
R02070,14,214.21,15.300714285714287,14,321,1.21,1.9,2.6100000000000003,28.428571428571427,13,0.21428571428571427,0.21428571428571427,0.42857142857142855,0.01,0.31,5.0,122.6,2.2,0.2,19.0,4.7,Silver,Cairo,1,0.2773284286589914,1,0,0.3242763762702546
R02071,19,301.88,15.888421052631578,2,313,1.21,1.7,9.860000000000001,29.157894736842106,19,0.21052631578947367,0.3157894736842105,0.5789473684210527,0.03,0.42,2.0,175.5,3.5,0.0,28.0,3.2,Silver,Nairobi,0,0.3999676364282076,1,0,0.045710410075029094
R02072,17,256.11,15.06529411764706,29,334,1.17,1.8,7.53,31.88235294117647,17,0.17647058823529413,0.23529411764705882,0.6470588235294118,0.03,0.36,6.0,42.333333333333336,3.3333333333333335,0.0,46.0,5.0,Bronze,Cairo,0,0.2201020795000918,0,0,0.019710543532645078
R02073,12,197.13,16.4275,1,327,1.16,1.7,6.58,29.75,12,0.3333333333333333,0.25,0.75,0.03,0.26,9.0,112.22222222222223,2.5555555555555554,0.0,32.0,4.8,Bronze,Cairo,0,0.3342528662238158,0,0,0.28282563451478054
R02074,13,224.06,17.235384615384614,16,290,1.18,1.7,5.2,19.923076923076923,13,0.3076923076923077,0.38461538461538464,0.38461538461538464,0.02,0.31,4.0,18.25,2.75,0.0,33.0,5.0,Silver,Nairobi,0,0.2120970096999577,1,0,0.3050511262167274
R02075,17,341.62,20.095294117647057,0,301,1.41,2.2,10.96,41.35294117647059,17,0.23529411764705882,0.23529411764705882,0.5294117647058824,0.03,0.4,4.0,139.5,3.25,0.0,39.0,4.3,Bronze,Nairobi,0,0.3867457439196301,0,0,0.07044820516492814
R02076,17,240.22,14.130588235294118,0,334,1.11,1.6,11.07,26.764705882352942,17,0.35294117647058826,0.058823529411764705,0.47058823529411764,0.05,0.36,6.0,42.5,2.8333333333333335,0.0,32.0,4.7,Bronze,Lagos,0,0.1385697225144342,0,0,0.06813902462943087
R02077,22,337.27,15.330454545454545,9,319,1.07,1.7,7.87,37.77272727272727,22,0.2727272727272727,0.22727272727272727,0.4090909090909091,0.02,0.48,6.0,203.33333333333334,3.1666666666666665,0.0,40.0,4.2,Bronze,Lagos,1,0.407349567118663,0,0,0.0703567937333818
R02078,14,218.13,15.580714285714285,88,276,1.02,1.1,4.970000000000001,36.07142857142857,14,0.21428571428571427,0.14285714285714285,0.35714285714285715,0.02,0.36,5.0,117.0,2.8,0.0,48.0,4.1,Bronze,Nairobi,1,0.1378656477209982,0,1,0.260991728347089
R02079,16,279.53,17.470625,8,300,1.23,1.9,20.18,34.0625,16,0.3125,0.1875,0.5625,0.07,0.37,4.0,10.0,2.5,0.5,20.0,4.4,Platinum,Nairobi,0,0.4253959468049498,3,0,0.02530078558585004
