session_id,rider_id,session_time,time_on_app,pages_visited,converted,city,loyalty_status
S009697,R02885,2025-04-27 19:48:10+02:27,42,1,0,Nairobi,Bronze
S009698,R09508,2025-04-27 19:42:07+00:14,82,1,0,Lagos,Bronze
S009699,R01185,2025-04-27 13:28:01+02:05,199,4,1,Cairo,Gold
S009700,R00833,2025-04-27 17:26:00+00:14,3,5,0,Lagos,Bronze
S009701,R06992,2025-04-27 10:24:56+02:27,11,2,0,Nairobi,Bronze
S009702,R01380,2025-04-27 07:09:12+02:27,0,2,0,Nairobi,Platinum
S009703,R08380,2025-04-27 03:56:44+02:27,11,3,0,Nairobi,Bronze
S009704,R05991,2025-04-27 19:55:05+00:14,652,2,0,Lagos,Silver
S009705,R07084,2025-04-27 07:10:48+00:14,125,5,0,Lagos,Silver
S009706,R04121,2025-04-27 08:17:54+00:14,2,1,0,Lagos,Bronze
S009707,R05807,2025-04-27 20:27:40+02:27,45,5,0,Nairobi,Silver
S009708,R08538,2025-04-27 16:35:21+02:05,66,2,1,Cairo,Silver
S009709,R00076,2025-04-27 05:10:04+02:27,197,3,0,Nairobi,Bronze
S009710,R09522,2025-04-27 19:27:41+00:14,26,2,1,Lagos,Gold
S009711,R00330,2025-04-27 10:27:50+02:27,327,1,0,Nairobi,Bronze
S009712,R05889,2025-04-27 11:02:00+00:14,150,5,1,Lagos,Bronze
S009713,R08357,2025-04-27 13:57:29+02:05,4,1,0,Cairo,Bronze
S009714,R04210,2025-04-27 09:19:47+02:05,32,2,1,Cairo,Bronze
S009715,R03513,2025-04-27 02:31:43+02:27,41,4,0,Nairobi,Silver
S009716,R00233,2025-04-27 06:14:43+02:05,118,4,0,Cairo,Bronze
S009717,R05362,2025-04-27 16:01:05+02:27,117,3,0,Nairobi,Bronze
S009718,R04012,2025-04-27 07:46:00+02:27,53,1,0,Nairobi,Gold
S009719,R03897,2025-04-27 15:48:52+02:05,13,3,0,Cairo,Bronze
S009720,R09491,2025-04-27 23:03:07+02:05,14,3,0,Cairo,Bronze
S009721,R05807,2025-04-27 19:26:44+02:27,50,2,1,Nairobi,Silver
S009722,R02526,2025-04-27 12:53:04+00:14,49,2,0,Lagos,Bronze
S009723,R08691,2025-04-27 14:55:30+02:27,47,1,0,Nairobi,Silver
S009724,R00891,2025-04-27 06:32:58+02:27,74,5,0,Nairobi,Bronze
S009725,R07408,2025-04-27 18:47:09+00:14,34,2,1,Lagos,Silver
S009726,R00489,2025-04-27 14:42:54+00:14,97,1,0,Lagos,Silver
S009727,R06605,2025-04-27 23:34:24+02:27,99,5,0,Nairobi,Bronze
S009728,R09773,2025-04-27 18:11:24+02:05,18,3,0,Cairo,Bronze
S009729,R07461,2025-04-27 13:28:06+02:27,7,1,0,Nairobi,Gold
S009730,R09802,2025-04-27 17:31:38+00:14,37,2,0,Lagos,Bronze
S009731,R05616,2025-04-27 06:09:03+02:27,35,4,0,Nairobi,Bronze
S009732,R00422,2025-04-27 08:26:29+02:05,32,2,0,Cairo,Bronze
S009733,R08474,2025-04-27 14:24:06+02:05,25,5,0,Cairo,Bronze
S009734,R01516,2025-04-27 12:02:32+00:14,3,3,1,Lagos,Gold
S009735,R03332,2025-04-27 18:28:50+02:05,24,3,0,Cairo,Bronze
S009736,R09555,2025-04-27 09:31:57+02:27,29,5,0,Nairobi,Silver
S009737,R08380,2025-04-27 12:29:06+02:27,66,2,0,Nairobi,Bronze
S009738,R02199,2025-04-27 19:30:51+02:05,7,3,0,Cairo,Bronze
S009739,R07217,2025-04-27 00:37:28+02:05,17,5,0,Cairo,Silver
S009740,R01350,2025-04-27 03:19:57+02:05,1339,2,0,Cairo,Bronze
S009741,R07420,2025-04-27 17:07:35+02:27,47,5,0,Nairobi,Silver
S009742,R02738,2025-04-27 06:29:06+02:27,64,1,1,Nairobi,Platinum
S009743,R03493,2025-04-27 16:10:44+02:27,13,2,0,Nairobi,Silver
S009744,R00751,2025-04-27 03:41:41+02:27,25,3,0,Nairobi,Bronze
S009745,R03513,2025-04-27 20:52:36+02:27,46,2,1,Nairobi,Silver
S009746,R06560,2025-04-27 18:19:14+02:27,163,5,0,Nairobi,Bronze
S009747,R02108,2025-04-27 09:10:14+00:14,46,3,0,Lagos,Bronze
S009748,R05817,2025-04-27 18:20:52+00:14,42,5,0,Lagos,Silver
S009749,R00485,2025-04-27 08:50:32+02:05,154,1,0,Cairo,Bronze
S009750,R03233,2025-04-27 05:21:56+02:27,3,4,0,Nairobi,Bronze
S009751,R01595,2025-04-27 00:50:15+00:14,4,3,1,Lagos,Platinum
S009752,R00094,2025-04-27 13:16:12+02:27,15,2,0,Nairobi,Silver
S009753,R03987,2025-04-27 18:10:56+02:05,17,2,0,Cairo,Platinum
S009754,R00535,2025-04-27 10:09:01+02:27,9,1,0,Nairobi,Bronze
S009755,R01191,2025-04-27 18:01:17+02:05,2,1,0,Cairo,Bronze
S009756,R02325,2025-04-27 14:51:41+02:27,25,1,0,Nairobi,Bronze
S009757,R05291,2025-04-27 12:06:28+02:27,8,4,0,Nairobi,Silver
S009758,R05953,2025-04-27 17:46:23+02:05,143,1,0,Cairo,Bronze
S009759,R05139,2025-04-27 17:47:03+02:27,421,5,1,Nairobi,Bronze
S009760,R06846,2025-04-27 00:58:20+00:14,120,5,0,Lagos,Gold
S009761,R04813,2025-04-27 07:23:33+02:27,65,1,0,Nairobi,Bronze
S009762,R03627,2025-04-27 18:42:24+02:05,35,5,0,Cairo,Bronze
S009763,R07054,2025-04-27 22:31:05+02:27,28,3,1,Nairobi,Gold
S009764,R05776,2025-04-27 00:30:08+02:27,0,2,0,Nairobi,Bronze
S009765,R05671,2025-04-27 12:15:55+00:14,247,2,0,Lagos,Bronze
S009766,R06032,2025-04-27 08:32:32+02:05,11,4,1,Cairo,Gold
S009767,R09499,2025-04-27 01:00:17+02:27,6,2,0,Nairobi,Bronze
S009768,R07885,2025-04-27 19:42:12+02:05,2,1,0,Cairo,Bronze
S009769,R05515,2025-04-27 09:44:52+00:14,30,3,0,Lagos,Bronze
S009770,R06084,2025-04-27 17:36:39+02:05,8,5,0,Cairo,Gold
S009771,R00816,2025-04-27 15:55:29+02:05,4,1,0,Cairo,Bronze
S009772,R04209,2025-04-27 17:07:29+02:05,276,1,0,Cairo,Bronze
S009773,R05735,2025-04-27 07:10:51+02:27,42,5,1,Nairobi,Bronze
S009774,R02108,2025-04-27 02:34:42+00:14,6,4,0,Lagos,Bronze
S009775,R05792,2025-04-27 07:26:59+02:27,95,5,0,Nairobi,Bronze
S009776,R08405,2025-04-27 19:20:12+00:14,7,5,0,Lagos,Platinum
S009777,R00596,2025-04-27 16:53:44+00:14,9,1,0,Lagos,Bronze
S009778,R09411,2025-04-27 20:59:41+02:27,35,3,0,Nairobi,Silver
S009779,R01518,2025-04-27 18:13:28+02:05,28,3,0,Cairo,Bronze
S009780,R00872,2025-04-27 05:49:35+02:27,44,2,0,Nairobi,Bronze
S009781,R03056,2025-04-27 21:44:35+02:05,30,4,1,Cairo,Platinum
S009782,R03372,2025-04-27 07:24:06+00:14,45,4,1,Lagos,Platinum
S009783,R07339,2025-04-27 17:20:02+02:27,1,4,0,Nairobi,Gold
S009784,R08534,2025-04-27 17:25:32+00:14,2,3,0,Lagos,Bronze
S009785,R09925,2025-04-27 07:58:25+02:05,2,5,0,Cairo,Silver
S009786,R08674,2025-04-27 09:24:52+02:27,10,1,0,Nairobi,Gold
S009787,R02312,2025-04-27 02:04:30+00:14,48,5,0,Lagos,Gold
S009788,R05001,2025-04-27 22:57:17+02:05,18,5,0,Cairo,Gold
S009789,R00336,2025-04-27 19:30:00+00:14,67,1,0,Lagos,Bronze
S009790,R06688,2025-04-27 19:31:45+02:05,1591,2,0,Cairo,Silver
S009791,R02728,2025-04-27 11:21:37+02:27,247,5,1,Nairobi,Bronze
S009792,R08604,2025-04-27 18:51:20+00:14,3,4,0,Lagos,Bronze
S009793,R04527,2025-04-27 20:46:11+00:14,445,1,0,Lagos,Bronze
S009794,R09999,2025-04-27 10:12:01+02:27,1800,4,0,Nairobi,Gold
S009795,R00796,2025-04-27 18:48:23+00:14,10,2,0,Lagos,Bronze
S009796,R01572,2025-04-27 20:31:04+02:05,3,3,0,Cairo,Silver
S009797,R03077,2025-04-27 09:28:54+02:27,311,1,0,Nairobi,Bronze
S009798,R00459,2025-04-27 08:27:14+00:14,425,3,0,Lagos,Silver
S009799,R04901,2025-04-27 16:27:51+02:05,8,2,0,Cairo,Bronze
S009800,R05761,2025-04-27 15:57:07+02:05,41,3,0,Cairo,Bronze
S009801,R09072,2025-04-27 05:06:30+02:27,5,5,0,Nairobi,Bronze
S009802,R06457,2025-04-27 06:43:34+00:14,234,3,0,Lagos,Silver
S009803,R09754,2025-04-27 10:22:53+02:05,90,1,0,Cairo,Bronze
S009804,R08286,2025-04-27 13:52:00+02:27,166,1,0,Nairobi,Bronze
S009805,R08709,2025-04-27 21:19:51+02:05,56,4,0,Cairo,Silver
S009806,R04888,2025-04-27 08:23:31+00:14,258,5,0,Lagos,Bronze
S009807,R00452,2025-04-27 10:51:51+02:05,281,4,0,Cairo,Bronze
S009808,R06454,2025-04-27 22:26:05+02:05,19,5,0,Cairo,Gold
S009809,R02884,2025-04-27 17:06:16+02:05,49,2,0,Cairo,Bronze
S009810,R08213,2025-04-27 21:44:12+02:05,33,5,1,Cairo,Bronze
S009811,R08993,2025-04-27 14:22:57+02:05,17,1,0,Cairo,Bronze
S009812,R04145,2025-04-27 06:18:56+00:14,14,3,0,Lagos,Bronze
S009813,R02498,2025-04-27 08:20:54+00:14,34,1,0,Lagos,Bronze
S009814,R06509,2025-04-27 11:04:57+02:27,7,5,0,Nairobi,Bronze
S009815,R06186,2025-04-27 03:59:10+02:05,38,1,0,Cairo,Bronze
S009816,R02038,2025-04-27 18:07:21+02:27,4,1,0,Nairobi,Bronze
S009817,R06004,2025-04-27 08:19:38+02:27,216,5,1,Nairobi,Silver
S009818,R02216,2025-04-27 17:33:24+02:27,9,1,0,Nairobi,Bronze
S009819,R01233,2025-04-27 08:20:59+02:05,25,3,0,Cairo,Bronze
S009820,R07305,2025-04-27 06:28:01+00:14,1,1,0,Lagos,Silver
S009821,R06399,2025-04-27 12:20:34+00:14,17,4,0,Lagos,Gold
S009822,R09942,2025-04-27 14:46:40+02:27,175,1,0,Nairobi,Bronze
S009823,R04932,2025-04-27 07:53:45+02:05,35,1,0,Cairo,Silver
S009824,R05392,2025-04-27 20:00:52+02:05,26,1,0,Cairo,Bronze
S009825,R01106,2025-04-27 19:01:15+02:05,157,2,0,Cairo,Silver
S009826,R02123,2025-04-27 20:42:28+02:27,93,1,0,Nairobi,Silver
S009827,R01375,2025-04-27 19:30:16+00:14,6,5,0,Lagos,Silver
S009828,R07372,2025-04-27 16:39:28+00:14,53,1,0,Lagos,Silver
S009829,R07452,2025-04-27 18:16:08+02:27,377,4,1,Nairobi,Bronze
S009830,R07307,2025-04-27 09:25:14+02:05,222,1,0,Cairo,Bronze
S009831,R09351,2025-04-27 09:03:04+02:27,172,4,0,Nairobi,Bronze
S009832,R05896,2025-04-27 22:58:51+02:05,3,2,0,Cairo,Silver
S009833,R06484,2025-04-27 23:37:12+00:14,230,5,0,Lagos,Bronze
S009834,R02414,2025-04-27 10:26:59+02:05,71,1,0,Cairo,Silver
S009835,R02301,2025-04-27 08:59:35+00:14,250,1,0,Lagos,Silver
S009836,R05989,2025-04-27 18:24:53+02:27,86,4,0,Nairobi,Bronze
S009837,R08441,2025-04-27 01:04:20+00:14,80,5,0,Lagos,Gold
S009838,R02674,2025-04-27 12:08:11+02:27,546,3,1,Nairobi,Bronze
S009839,R06566,2025-04-27 04:48:41+02:27,71,5,0,Nairobi,Silver
S009840,R07580,2025-04-27 17:26:50+00:14,161,5,0,Lagos,Gold
S009841,R09189,2025-04-27 20:46:29+02:27,3,3,0,Nairobi,Bronze
S009842,R06553,2025-04-27 09:11:24+02:05,30,3,0,Cairo,Bronze
S009843,R08816,2025-04-27 03:44:21+00:14,46,3,0,Lagos,Silver
S009844,R09540,2025-04-27 05:40:42+02:27,298,4,0,Nairobi,Bronze
S009845,R07552,2025-04-27 08:18:44+02:05,2,1,0,Cairo,Bronze
S009846,R01524,2025-04-27 12:30:28+02:27,79,5,0,Nairobi,Silver
S009847,R07349,2025-04-27 06:41:48+00:14,4,3,0,Lagos,Silver
S009848,R06806,2025-04-27 17:31:37+00:14,119,1,0,Lagos,Gold
S009849,R08212,2025-04-27 09:51:26+02:05,0,2,0,Cairo,Silver
S009850,R09022,2025-04-27 20:36:57+02:05,4,4,0,Cairo,Bronze
S009851,R06626,2025-04-27 09:49:08+02:05,12,1,0,Cairo,Bronze
S009852,R06386,2025-04-27 07:28:13+00:14,31,2,0,Lagos,Gold
S009853,R07908,2025-04-27 20:40:02+02:05,83,1,0,Cairo,Bronze
S009854,R09342,2025-04-27 16:25:53+02:05,106,5,0,Cairo,Silver
S009855,R07457,2025-04-27 08:19:40+00:14,94,1,1,Lagos,Silver
S009856,R06320,2025-04-27 07:14:46+00:14,275,4,0,Lagos,Gold
S009857,R02081,2025-04-27 19:15:48+02:05,83,5,0,Cairo,Bronze
S009858,R05590,2025-04-27 07:23:01+02:05,30,5,0,Cairo,Silver
S009859,R04492,2025-04-27 08:19:59+00:14,75,3,0,Lagos,Bronze
S009860,R01037,2025-04-27 15:34:39+02:27,295,5,0,Nairobi,Silver
S009861,R09422,2025-04-27 19:59:05+02:27,1800,2,0,Nairobi,Gold
S009862,R06304,2025-04-27 09:27:57+02:27,164,2,0,Nairobi,Bronze
S009863,R07132,2025-04-27 08:30:38+02:05,42,4,0,Cairo,Silver
S009864,R04693,2025-04-27 16:26:39+02:05,40,3,0,Cairo,Bronze
S009865,R02054,2025-04-27 21:28:13+02:27,72,1,0,Nairobi,Bronze
S009866,R09902,2025-04-27 06:49:26+00:14,220,1,0,Lagos,Bronze
S009867,R02915,2025-04-27 06:37:19+00:14,1156,5,0,Lagos,Bronze
S009868,R08587,2025-04-27 21:53:34+02:27,69,4,0,Nairobi,Bronze
S009869,R05066,2025-04-27 20:17:20+02:05,18,4,0,Cairo,Bronze
S009870,R03899,2025-04-27 04:25:16+00:14,1,1,0,Lagos,Bronze
S009871,R01595,2025-04-27 08:27:08+00:14,0,3,1,Lagos,Platinum
S009872,R03623,2025-04-27 08:58:43+02:05,99,2,0,Cairo,Bronze
S009873,R08260,2025-04-27 16:08:22+00:14,1531,2,0,Lagos,Silver
S009874,R08273,2025-04-27 09:39:34+00:14,105,3,0,Lagos,Bronze
S009875,R08476,2025-04-27 16:47:35+00:14,54,4,0,Lagos,Bronze
S009876,R04972,2025-04-27 05:57:41+02:27,63,5,0,Nairobi,Platinum
S009877,R09072,2025-04-27 11:18:02+02:27,2,4,0,Nairobi,Bronze
S009878,R05222,2025-04-27 07:59:32+00:14,50,5,0,Lagos,Bronze
S009879,R02540,2025-04-27 07:09:45+02:27,30,2,0,Nairobi,Bronze
S009880,R02895,2025-04-27 06:18:45+00:14,1506,2,0,Lagos,Bronze
S009881,R03795,2025-04-27 16:23:40+00:14,23,2,0,Lagos,Bronze
S009882,R02092,2025-04-27 23:50:03+00:14,3,2,0,Lagos,Silver
S009883,R03862,2025-04-27 17:52:15+00:14,7,3,0,Lagos,Bronze
S009884,R05345,2025-04-27 13:05:45+00:14,55,5,0,Lagos,Bronze
S009885,R07691,2025-04-27 17:10:36+02:27,72,5,0,Nairobi,Bronze
S009886,R08500,2025-04-27 11:15:33+02:05,313,5,0,Cairo,Bronze
S009887,R08289,2025-04-27 18:17:41+02:27,65,2,0,Nairobi,Bronze
S009888,R09814,2025-04-27 06:40:13+00:14,38,3,0,Lagos,Bronze
S009889,R06206,2025-04-27 22:22:51+00:14,8,3,0,Lagos,Silver
S009890,R01984,2025-04-27 22:29:11+00:14,119,5,0,Lagos,Silver
S009891,R06763,2025-04-27 09:46:57+02:27,115,3,1,Nairobi,Bronze
S009892,R09884,2025-04-27 11:57:05+00:14,174,3,0,Lagos,Bronze
S009893,R09750,2025-04-27 18:51:36+02:27,22,1,0,Nairobi,Silver
S009894,R02481,2025-04-27 17:17:29+02:05,32,1,0,Cairo,Silver
S009895,R09747,2025-04-27 08:24:57+00:14,119,2,1,Lagos,Gold
S009896,R08614,2025-04-27 13:11:58+02:05,27,5,0,Cairo,Bronze
S009897,R07785,2025-04-27 18:09:43+00:14,328,1,1,Lagos,Bronze
S009898,R07192,2025-04-27 18:36:32+00:14,177,3,0,Lagos,Bronze
S009899,R00075,2025-04-27 20:45:35+00:14,16,3,1,Lagos,Bronze
S009900,R08601,2025-04-27 00:48:57+02:05,74,5,0,Cairo,Bronze
S009901,R06240,2025-04-27 19:25:45+02:05,9,3,0,Cairo,Silver
S009902,R09821,2025-04-27 02:54:05+00:14,68,5,0,Lagos,Silver
S009903,R06922,2025-04-27 18:51:30+00:14,40,5,0,Lagos,Gold
S009904,R02492,2025-04-27 05:32:14+00:14,1693,5,1,Lagos,Silver
S009905,R03473,2025-04-27 07:13:52+02:27,1637,1,0,Nairobi,Bronze
S009906,R03822,2025-04-27 18:03:40+02:27,59,2,0,Nairobi,Bronze
S009907,R09815,2025-04-27 19:05:32+02:05,138,2,0,Cairo,Silver
S009908,R03319,2025-04-27 20:14:40+02:27,467,2,0,Nairobi,Bronze
S009909,R01396,2025-04-27 07:11:06+02:27,15,4,0,Nairobi,Bronze
S009910,R01044,2025-04-27 11:53:51+02:27,446,5,0,Nairobi,Bronze
S009911,R09360,2025-04-27 17:33:16+02:27,11,2,0,Nairobi,Silver
S009912,R07653,2025-04-27 17:32:26+02:05,54,5,0,Cairo,Bronze
S009913,R08433,2025-04-27 16:24:07+02:05,15,1,0,Cairo,Silver
S009914,R04591,2025-04-27 04:05:40+00:14,28,2,0,Lagos,Bronze
S009915,R03591,2025-04-27 21:01:26+00:14,9,1,0,Lagos,Platinum
S009916,R01395,2025-04-27 20:26:36+00:14,21,5,0,Lagos,Bronze
S009917,R02021,2025-04-27 21:05:19+02:27,93,2,0,Nairobi,Bronze
S009918,R00638,2025-04-27 14:48:12+02:05,56,1,0,Cairo,Bronze
S009919,R01382,2025-04-27 12:58:58+02:05,28,3,0,Cairo,Bronze
S009920,R00427,2025-04-27 06:12:31+00:14,15,2,0,Lagos,Bronze
S009921,R04207,2025-04-27 07:08:44+02:27,10,2,0,Nairobi,Silver
S009922,R03322,2025-04-27 06:25:28+02:27,41,2,0,Nairobi,Bronze
S009923,R02841,2025-04-27 19:44:42+02:05,30,1,0,Cairo,Bronze
S009924,R02727,2025-04-27 16:18:36+02:05,129,5,0,Cairo,Bronze
S009925,R04974,2025-04-27 18:27:28+02:05,2,1,1,Cairo,Gold
S009926,R03209,2025-04-27 22:57:17+00:14,48,3,0,Lagos,Silver
S009927,R09019,2025-04-27 15:04:11+00:14,0,3,0,Lagos,Bronze
S009928,R07990,2025-04-27 09:26:44+02:27,356,3,1,Nairobi,Gold
S009929,R07813,2025-04-27 08:41:39+02:05,151,1,0,Cairo,Bronze
S009930,R00594,2025-04-27 19:06:45+00:14,453,3,1,Lagos,Bronze
S009931,R05174,2025-04-27 14:30:50+02:27,506,1,0,Nairobi,Bronze
S009932,R02694,2025-04-27 13:22:36+02:05,9,1,0,Cairo,Silver
S009933,R04388,2025-04-27 16:05:55+00:14,89,2,0,Lagos,Bronze
S009934,R02001,2025-04-27 18:52:57+02:05,671,4,0,Cairo,Bronze
S009935,R03364,2025-04-27 17:32:05+00:14,296,5,0,Lagos,Gold
S009936,R05407,2025-04-27 18:47:52+02:27,10,1,0,Nairobi,Bronze
S009937,R08930,2025-04-27 20:53:17+02:05,41,3,0,Cairo,Bronze
S009938,R05228,2025-04-27 17:43:56+02:05,16,1,0,Cairo,Silver
S009939,R06742,2025-04-27 17:15:43+00:14,16,1,0,Lagos,Bronze
S009940,R02457,2025-04-27 18:52:01+02:05,40,5,1,Cairo,Platinum
S009941,R04523,2025-04-27 09:35:12+00:14,848,5,0,Lagos,Silver
S009942,R00151,2025-04-27 17:46:25+02:27,35,3,0,Nairobi,Silver
S009943,R07298,2025-04-27 09:24:51+02:05,79,5,0,Cairo,Bronze
S009944,R00647,2025-04-27 15:18:11+02:05,75,1,0,Cairo,Silver
S009945,R03052,2025-04-27 08:58:35+02:05,32,5,0,Cairo,Bronze
S009946,R09493,2025-04-27 12:52:25+02:05,43,5,0,Cairo,Gold
S009947,R09745,2025-04-27 07:50:11+00:14,304,4,0,Lagos,Bronze
S009948,R02621,2025-04-27 07:37:27+02:05,149,5,1,Cairo,Gold
S009949,R05323,2025-04-27 18:53:06+02:05,30,5,0,Cairo,Bronze
S009950,R06244,2025-04-27 05:28:33+02:05,9,1,0,Cairo,Bronze
S009951,R02697,2025-04-27 18:46:14+02:05,1,2,0,Cairo,Bronze
S009952,R03340,2025-04-27 06:17:36+00:14,36,5,0,Lagos,Bronze
S009953,R01275,2025-04-27 12:53:40+02:27,61,1,0,Nairobi,Platinum
S009954,R02293,2025-04-27 13:41:30+02:05,52,1,0,Cairo,Bronze
S009955,R08934,2025-04-27 14:21:43+02:05,5,1,0,Cairo,Bronze
S009956,R08097,2025-04-27 13:01:31+00:14,49,2,0,Lagos,Bronze
S009957,R08140,2025-04-27 12:59:21+00:14,118,5,0,Lagos,Silver
S009958,R04533,2025-04-27 09:39:09+00:14,10,1,0,Lagos,Silver
S009959,R02510,2025-04-27 19:48:56+00:14,557,3,0,Lagos,Silver
S009960,R03081,2025-04-27 09:07:29+02:27,92,3,0,Nairobi,Silver
S009961,R07660,2025-04-27 07:52:24+00:14,2,3,0,Lagos,Bronze
S009962,R03166,2025-04-27 06:44:36+02:05,51,2,0,Cairo,Silver
S009963,R06385,2025-04-27 20:41:07+00:14,26,1,0,Lagos,Bronze
S009964,R01562,2025-04-27 08:12:44+02:27,20,5,0,Nairobi,Bronze
S009965,R00590,2025-04-27 08:59:18+02:27,89,3,1,Nairobi,Gold
S009966,R06617,2025-04-27 15:26:00+02:05,7,2,0,Cairo,Bronze
S009967,R00365,2025-04-27 07:56:18+02:05,84,2,0,Cairo,Silver
S009968,R04149,2025-04-27 12:16:06+02:05,32,2,0,Cairo,Bronze
S009969,R05964,2025-04-27 15:05:52+02:27,7,1,0,Nairobi,Bronze
S009970,R02459,2025-04-27 09:47:52+00:14,8,1,0,Lagos,Silver
S009971,R02579,2025-04-27 11:46:34+02:05,4,5,0,Cairo,Bronze
S009972,R02819,2025-04-27 18:16:55+00:14,6,3,0,Lagos,Bronze
S009973,R01539,2025-04-27 00:36:23+02:05,8,2,1,Cairo,Gold
S009974,R06648,2025-04-27 08:05:20+02:27,2,2,1,Nairobi,Platinum
S009975,R04638,2025-04-27 00:40:06+02:05,148,4,0,Cairo,Bronze
S009976,R03279,2025-04-27 01:09:22+02:27,69,1,0,Nairobi,Silver
S009977,R03277,2025-04-27 16:56:03+02:05,187,5,0,Cairo,Bronze
S009978,R06887,2025-04-27 10:25:55+02:05,8,4,0,Cairo,Bronze
S009979,R04514,2025-04-27 16:51:32+02:05,17,3,0,Cairo,Bronze
S009980,R06146,2025-04-27 16:15:08+02:27,1409,2,0,Nairobi,Bronze
S009981,R00317,2025-04-27 08:06:42+02:05,69,2,0,Cairo,Bronze
S009982,R05495,2025-04-27 17:59:29+02:05,35,2,0,Cairo,Bronze
S009983,R01568,2025-04-27 22:21:27+02:05,15,5,0,Cairo,Bronze
S009984,R01437,2025-04-27 11:16:05+00:14,52,4,0,Lagos,Bronze
S009985,R05286,2025-04-27 18:11:58+02:27,441,1,0,Nairobi,Bronze
S009986,R00577,2025-04-27 06:47:31+00:14,27,5,0,Lagos,Bronze
S009987,R00729,2025-04-27 07:35:51+02:27,64,3,0,Nairobi,Bronze
S009988,R09609,2025-04-27 17:18:44+02:27,33,2,0,Nairobi,Bronze
S009989,R05012,2025-04-27 17:45:00+02:05,205,4,1,Cairo,Silver
S009990,R08509,2025-04-27 08:09:59+00:14,60,1,0,Lagos,Bronze
S009991,R04414,2025-04-27 05:50:28+02:05,44,1,0,Cairo,Bronze
S009992,R07442,2025-04-27 21:23:11+00:14,48,5,1,Lagos,Bronze
S009993,R00110,2025-04-27 06:42:42+00:14,32,1,0,Lagos,Bronze
S009994,R06552,2025-04-27 05:07:48+00:14,136,5,1,Lagos,Bronze
S009995,R04636,2025-04-27 19:33:39+02:05,88,5,0,Cairo,Bronze
S009996,R02262,2025-04-27 16:25:42+02:27,202,2,1,Nairobi,Silver
S009997,R00421,2025-04-27 07:42:32+02:27,470,5,0,Nairobi,Bronze
S009998,R09558,2025-04-27 09:34:09+02:27,126,5,0,Nairobi,Bronze
S009999,R08029,2025-04-27 06:21:43+02:27,1228,2,0,Nairobi,Bronze
S010000,R01272,2025-04-27 15:00:19+02:27,5,2,0,Nairobi,Bronze
S010001,R03341,2025-04-27 15:46:51+02:05,12,5,0,Cairo,Bronze
S010002,R08067,2025-04-27 05:52:59+00:14,3,1,0,Lagos,Gold
S010003,R00621,2025-04-27 15:08:38+02:27,35,3,0,Nairobi,Bronze
S010004,R08997,2025-04-27 09:18:13+02:27,25,2,0,Nairobi,Bronze
S010005,R07779,2025-04-27 06:21:30+00:14,65,1,1,Lagos,Gold
S010006,R00373,2025-04-27 16:21:55+00:14,32,1,0,Lagos,Silver
S010007,R02203,2025-04-27 19:47:27+02:27,2,4,0,Nairobi,Silver
S010008,R00015,2025-04-27 15:31:25+02:27,38,1,0,Nairobi,Gold
S010009,R05289,2025-04-27 06:40:14+00:14,73,1,1,Lagos,Bronze
S010010,R04621,2025-04-27 06:57:57+02:27,403,3,1,Nairobi,Platinum
S010011,R00026,2025-04-27 06:49:04+00:14,9,1,0,Lagos,Bronze
S010012,R05777,2025-04-27 19:40:48+02:05,39,1,0,Cairo,Bronze
S010013,R08679,2025-04-27 06:25:52+00:14,25,4,0,Lagos,Bronze
S010014,R08444,2025-04-27 07:53:09+02:27,41,5,0,Nairobi,Bronze
S010015,R06817,2025-04-27 13:26:12+02:05,16,5,0,Cairo,Bronze
S010016,R01569,2025-04-27 21:14:02+02:27,2,5,0,Nairobi,Silver
S010017,R01267,2025-04-27 17:18:45+02:05,33,3,1,Cairo,Gold
S010018,R02161,2025-04-27 14:54:48+02:27,31,3,0,Nairobi,Bronze
S010019,R08828,2025-04-27 19:53:08+00:14,0,3,0,Lagos,Silver
S010020,R01898,2025-04-27 22:28:02+00:14,11,5,0,Lagos,Gold
S010021,R09628,2025-04-27 12:45:51+02:05,50,4,1,Cairo,Bronze
S010022,R06236,2025-04-27 05:32:19+00:14,3,5,0,Lagos,Bronze
S010023,R00639,2025-04-27 23:02:09+02:27,40,1,0,Nairobi,Silver
S010024,R03639,2025-04-27 14:40:12+02:05,3,4,1,Cairo,Bronze
S010025,R04041,2025-04-27 21:05:15+00:14,120,2,0,Lagos,Bronze
S010026,R01470,2025-04-27 19:55:38+00:14,25,3,1,Lagos,Bronze
S010027,R03468,2025-04-27 00:19:33+00:14,30,5,0,Lagos,Bronze
S010028,R08856,2025-04-27 14:32:09+02:27,55,2,1,Nairobi,Bronze
S010029,R06497,2025-04-27 16:20:42+02:05,19,1,0,Cairo,Bronze
S010030,R08916,2025-04-27 16:43:22+00:14,4,5,0,Lagos,Bronze
S010031,R00416,2025-04-27 08:04:28+02:05,67,3,0,Cairo,Bronze
S010032,R05551,2025-04-27 08:09:55+02:27,184,4,1,Nairobi,Bronze
S010033,R07087,2025-04-27 17:11:34+00:14,64,2,1,Lagos,Bronze
S010034,R09772,2025-04-27 01:48:27+02:05,13,3,0,Cairo,Silver
S010035,R03423,2025-04-27 06:10:39+02:27,8,1,0,Nairobi,Silver
S010036,R06855,2025-04-27 21:56:38+02:27,40,3,0,Nairobi,Silver
